datetime,humidity
2022-08-01 00:30:00,92.3529
2022-08-01 01:00:00,91.2467
2022-08-01 01:30:00,91.3256
2022-08-01 02:00:00,85.1161
2022-08-01 02:30:00,85.8465
2022-08-01 03:00:00,90.7102
2022-08-01 03:30:00,89.2213
2022-08-01 04:00:00,86.6848
2022-08-01 04:30:00,83.6051
2022-08-01 05:00:00,81.0031
2022-08-01 05:30:00,85.8119
2022-08-01 06:00:00,80.9063
2022-08-01 06:30:00,76.0019
2022-08-01 07:00:00,80.0611
2022-08-01 07:30:00,83.2056
2022-08-01 08:00:00,84.6436
2022-08-01 08:30:00,77.8693
2022-08-01 09:00:00,67.9096
2022-08-01 09:30:00,63.297
2022-08-01 10:00:00,65.2987
2022-08-01 10:30:00,63.02
2022-08-01 11:00:00,54.801
2022-08-01 11:30:00,49.9234
2022-08-01 12:00:00,47.5267
2022-08-01 12:30:00,46.3694
2022-08-01 13:00:00,44.5389
2022-08-01 13:30:00,44.5423
2022-08-01 14:00:00,41.7524
2022-08-01 14:30:00,40.7022
2022-08-01 15:00:00,42.3456
2022-08-01 15:30:00,42.5166
2022-08-01 16:00:00,44.0101
2022-08-01 16:30:00,48.3295
2022-08-01 17:00:00,53.1402
2022-08-01 17:30:00,60.3949
2022-08-01 18:00:00,64.9997
2022-08-01 18:30:00,71.6722
2022-08-01 19:00:00,79.8938
2022-08-01 19:30:00,84.6154
2022-08-01 20:00:00,87.5335
2022-08-01 20:30:00,88.6862
2022-08-01 21:00:00,91.2259
2022-08-01 21:30:00,92.7954
2022-08-01 22:00:00,91.8024
2022-08-01 22:30:00,92.685
2022-08-01 23:00:00,92.1571
2022-08-01 23:30:00,92.6319
2022-08-02 00:00:00,93.842
2022-08-02 00:30:00,94.0834
2022-08-02 01:00:00,94.933
2022-08-02 01:30:00,94.4174
2022-08-02 02:00:00,92.9161
2022-08-02 02:30:00,91.9989
2022-08-02 03:00:00,91.8246
2022-08-02 03:30:00,92.9254
2022-08-02 04:00:00,93.8878
2022-08-02 04:30:00,94.6096
2022-08-02 05:00:00,94.7909
2022-08-02 05:30:00,94.8209
2022-08-02 06:00:00,95.3789
2022-08-02 06:30:00,96.2544
2022-08-02 07:00:00,96.8298
2022-08-02 07:30:00,97.1233
2022-08-02 08:00:00,97.2738
2022-08-02 08:30:00,96.7303
2022-08-02 09:00:00,87.8083
2022-08-02 09:30:00,78.3489
2022-08-02 10:00:00,72.6375
2022-08-02 10:30:00,73.8794
2022-08-02 11:00:00,62.5049
2022-08-02 11:30:00,59.5113
2022-08-02 12:00:00,61.8735
2022-08-02 12:30:00,56.5123
2022-08-02 13:00:00,58.5092
2022-08-02 13:30:00,60.5228
2022-08-02 14:00:00,62.757
2022-08-02 14:30:00,60.7786
2022-08-02 15:00:00,60.6652
2022-08-02 15:30:00,60.2906
2022-08-02 16:00:00,63.8513
2022-08-02 16:30:00,67.6299
2022-08-02 17:00:00,69.838
2022-08-02 17:30:00,77.5826
2022-08-02 18:00:00,80.5329
2022-08-02 18:30:00,80.7404
2022-08-02 19:00:00,83.7269
2022-08-02 19:30:00,84.4957
2022-08-02 20:00:00,83.45
2022-08-02 20:30:00,83.691
2022-08-02 21:00:00,85.8302
2022-08-02 21:30:00,84.9353
2022-08-02 22:00:00,81.8636
2022-08-02 22:30:00,83.0186
2022-08-02 23:00:00,85.8054
2022-08-02 23:30:00,88.9427
2022-08-03 00:00:00,89.439
2022-08-03 00:30:00,89.5468
2022-08-03 01:00:00,91.9912
2022-08-03 01:30:00,94.1319
2022-08-03 02:00:00,95.6119
2022-08-03 02:30:00,95.6194
2022-08-03 03:00:00,89.1734
2022-08-03 03:30:00,87.8203
2022-08-03 04:00:00,85.9084
2022-08-03 04:30:00,87.268
2022-08-03 05:00:00,90.6616
2022-08-03 05:30:00,92.5873
2022-08-03 06:00:00,97.0242
2022-08-03 06:30:00,97.9732
2022-08-03 07:00:00,98.4934
2022-08-03 07:30:00,98.8309
2022-08-03 08:00:00,99.0637
2022-08-03 08:30:00,99.4469
2022-08-03 09:00:00,98.8094
2022-08-03 09:30:00,98.5376
2022-08-03 10:00:00,96.9784
2022-08-03 10:30:00,89.836
2022-08-03 11:00:00,76.0038
2022-08-03 11:30:00,69.6943
2022-08-03 12:00:00,69.0867
2022-08-03 12:30:00,64.0121
2022-08-03 13:00:00,60.6277
2022-08-03 13:30:00,55.6064
2022-08-03 14:00:00,55.4898
2022-08-03 14:30:00,53.3717
2022-08-03 15:00:00,58.8569
2022-08-03 15:30:00,44.7266
2022-08-03 16:00:00,42.9716
2022-08-03 16:30:00,48.5019
2022-08-03 17:00:00,54.1329
2022-08-03 17:30:00,57.6505
2022-08-03 18:00:00,63.4921
2022-08-03 18:30:00,67.5709
2022-08-03 19:00:00,70.4261
2022-08-03 19:30:00,70.5722
2022-08-03 20:00:00,71.657
2022-08-03 20:30:00,67.4033
2022-08-03 21:00:00,62.3106
2022-08-03 21:30:00,68.8845
2022-08-03 22:00:00,71.8723
2022-08-03 22:30:00,76.402
2022-08-03 23:00:00,79.0832
2022-08-03 23:30:00,84.4633
2022-08-04 00:00:00,78.8785
2022-08-04 00:30:00,84.0182
2022-08-04 01:00:00,74.9772
2022-08-04 01:30:00,72.5131
2022-08-04 02:00:00,73.4604
2022-08-04 02:30:00,78.1977
2022-08-04 03:00:00,85.8194
2022-08-04 03:30:00,87.0398
2022-08-04 04:00:00,89.7481
2022-08-04 04:30:00,90.4008
2022-08-04 05:00:00,92.8995
2022-08-04 05:30:00,93.9993
2022-08-04 06:00:00,94.1294
2022-08-04 06:30:00,94.5937
2022-08-04 07:00:00,95.7191
2022-08-04 07:30:00,96.0547
2022-08-04 08:00:00,94.9495
2022-08-04 08:30:00,90.0338
2022-08-04 09:00:00,79.9589
2022-08-04 09:30:00,69.9464
2022-08-04 10:00:00,61.2293
2022-08-04 10:30:00,56.0436
2022-08-04 11:00:00,52.7866
2022-08-04 11:30:00,49.9581
2022-08-04 12:00:00,52.9186
2022-08-04 12:30:00,54.4327
2022-08-04 13:00:00,58.3481
2022-08-04 13:30:00,54.4985
2022-08-04 14:00:00,40.7598
2022-08-04 14:30:00,38.1711
2022-08-04 15:00:00,56.8989
2022-08-04 15:30:00,65.6004
2022-08-04 16:00:00,65.8045
2022-08-04 16:30:00,66.0648
2022-08-04 17:00:00,65.5242
2022-08-04 17:30:00,64.8978
2022-08-04 18:00:00,73.6296
2022-08-04 18:30:00,75.8516
2022-08-04 19:00:00,76.3327
2022-08-04 19:30:00,79.2734
2022-08-04 20:00:00,84.9786
2022-08-04 20:30:00,86.2392
2022-08-04 21:00:00,89.3164
2022-08-04 21:30:00,90.7862
2022-08-04 22:00:00,92.2208
2022-08-04 22:30:00,92.9301
2022-08-04 23:00:00,93.8007
2022-08-04 23:30:00,94.5711
2022-08-05 00:00:00,93.7254
2022-08-05 00:30:00,94.2847
2022-08-05 01:00:00,94.664
2022-08-05 01:30:00,95.165
2022-08-05 02:00:00,96.041
2022-08-05 02:30:00,95.4757
2022-08-05 03:00:00,96.2487
2022-08-05 03:30:00,96.5484
2022-08-05 04:00:00,97.1044
2022-08-05 04:30:00,97.742
2022-08-05 05:00:00,97.6115
2022-08-05 05:30:00,97.8187
2022-08-05 06:00:00,98.2207
2022-08-05 06:30:00,100
2022-08-05 07:00:00,100
2022-08-05 07:30:00,100
2022-08-05 08:00:00,100
2022-08-05 08:30:00,97.2879
2022-08-05 09:00:00,79.9915
2022-08-05 09:30:00,70.1609
2022-08-05 10:00:00,72.7181
2022-08-05 10:30:00,74.7326
2022-08-05 11:00:00,76.9758
2022-08-05 11:30:00,76.4596
2022-08-05 12:00:00,73.3648
2022-08-05 12:30:00,72.4055
2022-08-05 13:00:00,62.9902
2022-08-05 13:30:00,63.8205
2022-08-05 14:00:00,64.3892
2022-08-05 14:30:00,56.0113
2022-08-05 15:00:00,57.968
2022-08-05 15:30:00,60.6145
2022-08-05 16:00:00,60.7673
2022-08-05 16:30:00,61.0626
2022-08-05 17:00:00,64.8219
2022-08-05 17:30:00,71.8152
2022-08-05 18:00:00,76.1091
2022-08-05 18:30:00,84.6791
2022-08-05 19:00:00,88.478
2022-08-05 19:30:00,90.1408
2022-08-05 20:00:00,92.1401
2022-08-05 20:30:00,94.2656
2022-08-05 21:00:00,95.3555
2022-08-05 21:30:00,95.772
2022-08-05 22:00:00,96.1101
2022-08-05 22:30:00,96.5076
2022-08-05 23:00:00,96.6968
2022-08-05 23:30:00,96.7903
2022-08-06 00:00:00,96.708
2022-08-06 00:30:00,96.4761
2022-08-06 01:00:00,96.6473
2022-08-06 01:30:00,95.8858
2022-08-06 02:00:00,95.2789
2022-08-06 02:30:00,95.4466
2022-08-06 03:00:00,95.3499
2022-08-06 03:30:00,95.7722
2022-08-06 04:00:00,95.9843
2022-08-06 04:30:00,96.565
2022-08-06 05:00:00,96.9266
2022-08-06 05:30:00,98.7331
2022-08-06 06:00:00,97.9124
2022-08-06 06:30:00,97.1453
2022-08-06 07:00:00,95.7489
2022-08-06 07:30:00,95.1206
2022-08-06 08:00:00,93.7764
2022-08-06 08:30:00,93.8318
2022-08-06 09:00:00,94.3285
2022-08-06 09:30:00,95.6647
2022-08-06 10:00:00,96.4551
2022-08-06 10:30:00,95.4988
2022-08-06 11:00:00,96.5408
2022-08-06 11:30:00,95.0714
2022-08-06 12:00:00,95.3133
2022-08-06 12:30:00,94.7368
2022-08-06 13:00:00,94.9314
2022-08-06 13:30:00,95.5287
2022-08-06 14:00:00,94.5576
2022-08-06 14:30:00,95.7554
2022-08-06 15:00:00,95.2603
2022-08-06 15:30:00,95.8253
2022-08-06 16:00:00,94.6878
2022-08-06 16:30:00,93.4038
2022-08-06 17:00:00,94.2609
2022-08-06 17:30:00,95.5948
2022-08-06 18:00:00,96.6679
2022-08-06 18:30:00,97.04
2022-08-06 19:00:00,97.8538
2022-08-06 19:30:00,99.0307
2022-08-06 20:00:00,99.1759
2022-08-06 20:30:00,99.2456
2022-08-06 21:00:00,98.8072
2022-08-06 21:30:00,97.7896
2022-08-06 22:00:00,98.8216
2022-08-06 22:30:00,99.045
2022-08-06 23:00:00,99.6043
2022-08-06 23:30:00,99.8094
2022-08-07 00:00:00,100
2022-08-07 00:30:00,100
2022-08-07 01:00:00,100
2022-08-07 01:30:00,100
2022-08-07 02:00:00,100
2022-08-07 02:30:00,100
2022-08-07 03:00:00,100
2022-08-07 03:30:00,100
2022-08-07 04:00:00,100
2022-08-07 04:30:00,100
2022-08-07 05:00:00,100
2022-08-07 05:30:00,100
2022-08-07 06:00:00,100
2022-08-07 06:30:00,100
2022-08-07 07:00:00,100
2022-08-07 07:30:00,100
2022-08-07 08:00:00,100
2022-08-07 08:30:00,100
2022-08-07 09:00:00,99.6288
2022-08-07 09:30:00,95.38
2022-08-07 10:00:00,74.3062
2022-08-07 10:30:00,68.3958
2022-08-07 11:00:00,68.7329
2022-08-07 11:30:00,63.6531
2022-08-07 12:00:00,64.7842
2022-08-07 12:30:00,58.5739
2022-08-07 13:00:00,64.4003
2022-08-07 13:30:00,57.464
2022-08-07 14:00:00,55.4865
2022-08-07 14:30:00,57.257
2022-08-07 15:00:00,66.1419
2022-08-07 15:30:00,62.4334
2022-08-07 16:00:00,64.822
2022-08-07 16:30:00,69.1948
2022-08-07 17:00:00,61.5092
2022-08-07 17:30:00,64.2604
2022-08-07 18:00:00,74.488
2022-08-07 18:30:00,75.5661
2022-08-07 19:00:00,79.9912
2022-08-07 19:30:00,82.2742
2022-08-07 20:00:00,85.5889
2022-08-07 20:30:00,86.6303
2022-08-07 21:00:00,83.96
2022-08-07 21:30:00,83.4792
2022-08-07 22:00:00,86.6264
2022-08-07 22:30:00,87.1922
2022-08-07 23:00:00,92.174
2022-08-07 23:30:00,93.6852
2022-08-08 00:00:00,95.6831
2022-08-08 00:30:00,91.8034
2022-08-08 01:00:00,88.1451
2022-08-08 01:30:00,88.4573
2022-08-08 02:00:00,89.9966
2022-08-08 02:30:00,92.8489
2022-08-08 03:00:00,91.1518
2022-08-08 03:30:00,91.0028
2022-08-08 04:00:00,91.6465
2022-08-08 04:30:00,90.6039
2022-08-08 05:00:00,90.9337
2022-08-08 05:30:00,93.2359
2022-08-08 06:00:00,91.7047
2022-08-08 06:30:00,93.0599
2022-08-08 07:00:00,94.2229
2022-08-08 07:30:00,93.804
2022-08-08 08:00:00,91.5239
2022-08-08 08:30:00,90.7688
2022-08-08 09:00:00,87.6439
2022-08-08 09:30:00,81.7306
2022-08-08 10:00:00,80.6216
2022-08-08 10:30:00,76.2357
2022-08-08 11:00:00,57.0935
2022-08-08 11:30:00,59.2168
2022-08-08 12:00:00,50.4783
2022-08-08 12:30:00,48.3291
2022-08-08 13:00:00,45.5253
2022-08-08 13:30:00,43.5215
2022-08-08 14:00:00,43.2735
2022-08-08 14:30:00,42.9274
2022-08-08 15:00:00,43.7519
2022-08-08 15:30:00,45.438
2022-08-08 16:00:00,46.6442
2022-08-08 16:30:00,47.7902
2022-08-08 17:00:00,46.8369
2022-08-08 17:30:00,46.5291
2022-08-08 18:00:00,47.6686
2022-08-08 18:30:00,47.3636
2022-08-08 19:00:00,46.4944
2022-08-08 19:30:00,48.4853
2022-08-08 20:00:00,48.4881
2022-08-08 20:30:00,48.4769
2022-08-08 21:00:00,46.5184
2022-08-08 21:30:00,45.1866
2022-08-08 22:00:00,46.9807
2022-08-08 22:30:00,56.65
2022-08-08 23:00:00,58.8855
2022-08-08 23:30:00,63.1636
2022-08-09 00:00:00,61.4035
2022-08-09 00:30:00,60.7219
2022-08-09 01:00:00,64.8439
2022-08-09 01:30:00,66.8316
2022-08-09 02:00:00,68.0816
2022-08-09 02:30:00,60.9406
2022-08-09 03:00:00,66.7765
2022-08-09 03:30:00,67.5252
2022-08-09 04:00:00,76.5469
2022-08-09 04:30:00,76.8072
2022-08-09 05:00:00,71.4561
2022-08-09 05:30:00,61.7338
2022-08-09 06:00:00,67.9799
2022-08-09 06:30:00,66.774
2022-08-09 07:00:00,70.7074
2022-08-09 07:30:00,70.0244
2022-08-09 08:00:00,65.4106
2022-08-09 08:30:00,65.5459
2022-08-09 09:00:00,56.5341
2022-08-09 09:30:00,58.3417
2022-08-09 10:00:00,56.4823
2022-08-09 10:30:00,53.0339
2022-08-09 11:00:00,49.2413
2022-08-09 11:30:00,47.8357
2022-08-09 12:00:00,46.833
2022-08-09 12:30:00,40.9059
2022-08-09 13:00:00,41.7887
2022-08-09 13:30:00,41.5033
2022-08-09 14:00:00,39.0073
2022-08-09 14:30:00,39.9107
2022-08-09 15:00:00,39.265
2022-08-09 15:30:00,40.3867
2022-08-09 16:00:00,41.1584
2022-08-09 16:30:00,42.8903
2022-08-09 17:00:00,44.3371
2022-08-09 17:30:00,47.1544
2022-08-09 18:00:00,49.0031
2022-08-09 18:30:00,48.8858
2022-08-09 19:00:00,49.7195
2022-08-09 19:30:00,59.7929
2022-08-09 20:00:00,59.3364
2022-08-09 20:30:00,66.2579
2022-08-09 21:00:00,72.2607
2022-08-09 21:30:00,76.1382
2022-08-09 22:00:00,77.9389
2022-08-09 22:30:00,76.3272
2022-08-09 23:00:00,80.3339
2022-08-09 23:30:00,82.9837
2022-08-10 00:00:00,84.6908
2022-08-10 00:30:00,86.591
2022-08-10 01:00:00,85.9367
2022-08-10 01:30:00,86.6135
2022-08-10 02:00:00,88.1812
2022-08-10 02:30:00,88.6883
2022-08-10 03:00:00,86.3061
2022-08-10 03:30:00,85.7471
2022-08-10 04:00:00,86.8448
2022-08-10 04:30:00,88.4066
2022-08-10 05:00:00,88.475
2022-08-10 05:30:00,89.9044
2022-08-10 06:00:00,91.9851
2022-08-10 06:30:00,92.7594
2022-08-10 07:00:00,93.3207
2022-08-10 07:30:00,92.5347
2022-08-10 08:00:00,84.051
2022-08-10 08:30:00,68.1983
2022-08-10 09:00:00,61.789
2022-08-10 09:30:00,52.4276
2022-08-10 10:00:00,49.9673
2022-08-10 10:30:00,45.0265
2022-08-10 11:00:00,43.5565
2022-08-10 11:30:00,42.8367
2022-08-10 12:00:00,42.065
2022-08-10 12:30:00,40.3746
2022-08-10 13:00:00,43.258
2022-08-10 13:30:00,45.8628
2022-08-10 14:00:00,42.2566
2022-08-10 14:30:00,47.5302
2022-08-10 15:00:00,42.8497
2022-08-10 15:30:00,42.0978
2022-08-10 16:00:00,44.9307
2022-08-10 16:30:00,40.9417
2022-08-10 17:00:00,45.6928
2022-08-10 17:30:00,54.2063
2022-08-10 18:00:00,58.3866
2022-08-10 18:30:00,64.6499
2022-08-10 19:00:00,72.4991
2022-08-10 19:30:00,77.5099
2022-08-10 20:00:00,81.7711
2022-08-10 20:30:00,85.5864
2022-08-10 21:00:00,87.3268
2022-08-10 21:30:00,88.6392
2022-08-10 22:00:00,85.1555
2022-08-10 22:30:00,84.8772
2022-08-10 23:00:00,86.4008
2022-08-10 23:30:00,87.5394
2022-08-11 00:00:00,90.232
2022-08-11 00:30:00,91.8404
2022-08-11 01:00:00,92.2197
2022-08-11 01:30:00,90.4994
2022-08-11 02:00:00,91.152
2022-08-11 02:30:00,92.1399
2022-08-11 03:00:00,93.404
2022-08-11 03:30:00,93.8157
2022-08-11 04:00:00,94.7235
2022-08-11 04:30:00,95.6436
2022-08-11 05:00:00,96.1324
2022-08-11 05:30:00,96.4798
2022-08-11 06:00:00,96.7958
2022-08-11 06:30:00,97.0439
2022-08-11 07:00:00,97.2186
2022-08-11 07:30:00,100
2022-08-11 08:00:00,97.2136
2022-08-11 08:30:00,83.5988
2022-08-11 09:00:00,73.66
2022-08-11 09:30:00,69.4939
2022-08-11 10:00:00,62.7119
2022-08-11 10:30:00,57.4992
2022-08-11 11:00:00,53.4785
2022-08-11 11:30:00,54.3979
2022-08-11 12:00:00,43.9027
2022-08-11 12:30:00,45.2846
2022-08-11 13:00:00,42.8212
2022-08-11 13:30:00,43.5137
2022-08-11 14:00:00,44.4808
2022-08-11 14:30:00,44.5612
2022-08-11 15:00:00,43.8605
2022-08-11 15:30:00,40.8732
2022-08-11 16:00:00,39.4705
2022-08-11 16:30:00,40.5651
2022-08-11 17:00:00,40.2102
2022-08-11 17:30:00,46.1995
2022-08-11 18:00:00,57.8697
2022-08-11 18:30:00,63.367
2022-08-11 19:00:00,63.9535
2022-08-11 19:30:00,69.0825
2022-08-11 20:00:00,70.6088
2022-08-11 20:30:00,75.8399
2022-08-11 21:00:00,79.5928
2022-08-11 21:30:00,80.631
2022-08-11 22:00:00,82.1211
2022-08-11 22:30:00,84.0956
2022-08-11 23:00:00,87.2397
2022-08-11 23:30:00,88.5788
2022-08-12 00:00:00,89.3436
2022-08-12 00:30:00,90.1172
2022-08-12 01:00:00,90.7846
2022-08-12 01:30:00,90.7061
2022-08-12 02:00:00,91.6922
2022-08-12 02:30:00,91.7442
2022-08-12 03:00:00,92.6447
2022-08-12 03:30:00,93.2403
2022-08-12 04:00:00,93.486
2022-08-12 04:30:00,93.0991
2022-08-12 05:00:00,92.7393
2022-08-12 05:30:00,91.5715
2022-08-12 06:00:00,89.0518
2022-08-12 06:30:00,89.0654
2022-08-12 07:00:00,88.2219
2022-08-12 07:30:00,87.0971
2022-08-12 08:00:00,82.5547
2022-08-12 08:30:00,79.7697
2022-08-12 09:00:00,74.3463
2022-08-12 09:30:00,69.996
2022-08-12 10:00:00,66.0853
2022-08-12 10:30:00,64.9716
2022-08-12 11:00:00,63.6757
2022-08-12 11:30:00,64.625
2022-08-12 12:00:00,63.7381
2022-08-12 12:30:00,57.5143
2022-08-12 13:00:00,58.634
2022-08-12 13:30:00,55.4846
2022-08-12 14:00:00,55.9076
2022-08-12 14:30:00,59.1632
2022-08-12 15:00:00,51.1924
2022-08-12 15:30:00,53.1612
2022-08-12 16:00:00,56.13
2022-08-12 16:30:00,57.8489
2022-08-12 17:00:00,64.5354
2022-08-12 17:30:00,71.9382
2022-08-12 18:00:00,77.4853
2022-08-12 18:30:00,83.1361
2022-08-12 19:00:00,86.8491
2022-08-12 19:30:00,89.6862
2022-08-12 20:00:00,90.8877
2022-08-12 20:30:00,91.6905
2022-08-12 21:00:00,92.2441
2022-08-12 21:30:00,93.0811
2022-08-12 22:00:00,94.0858
2022-08-12 22:30:00,94.0175
2022-08-12 23:00:00,94.3754
2022-08-12 23:30:00,93.2945
2022-08-13 00:00:00,93.8428
2022-08-13 00:30:00,94.984
2022-08-13 01:00:00,95.9319
2022-08-13 01:30:00,96.573
2022-08-13 02:00:00,97.025
2022-08-13 02:30:00,96.9795
2022-08-13 03:00:00,97.1072
2022-08-13 03:30:00,97.1009
2022-08-13 04:00:00,96.5229
2022-08-13 04:30:00,96.6408
2022-08-13 05:00:00,97.2248
2022-08-13 05:30:00,97.4421
2022-08-13 06:00:00,97.721
2022-08-13 06:30:00,100
2022-08-13 07:00:00,100
2022-08-13 07:30:00,100
2022-08-13 08:00:00,98.1583
2022-08-13 08:30:00,90.6437
2022-08-13 09:00:00,76.1466
2022-08-13 09:30:00,66.4756
2022-08-13 10:00:00,60.7549
2022-08-13 10:30:00,61.8852
2022-08-13 11:00:00,59.1225
2022-08-13 11:30:00,55.3165
2022-08-13 12:00:00,59.0406
2022-08-13 12:30:00,57.0261
2022-08-13 13:00:00,60.9595
2022-08-13 13:30:00,56.3765
2022-08-13 14:00:00,54.7776
2022-08-13 14:30:00,55.8234
2022-08-13 15:00:00,55.0288
2022-08-13 15:30:00,54.0161
2022-08-13 16:00:00,59.8639
2022-08-13 16:30:00,62.8039
2022-08-13 17:00:00,65.414
2022-08-13 17:30:00,73.7517
2022-08-13 18:00:00,77.3072
2022-08-13 18:30:00,83.5694
2022-08-13 19:00:00,86.6089
2022-08-13 19:30:00,88.2318
2022-08-13 20:00:00,90.4637
2022-08-13 20:30:00,91.6809
2022-08-13 21:00:00,91.0302
2022-08-13 21:30:00,91.4534
2022-08-13 22:00:00,90.9721
2022-08-13 22:30:00,91.3104
2022-08-13 23:00:00,92.3655
2022-08-13 23:30:00,92.9619
2022-08-14 00:00:00,93.3511
2022-08-14 00:30:00,93.3268
2022-08-14 01:00:00,92.8719
2022-08-14 01:30:00,93.5825
2022-08-14 02:00:00,93.8223
2022-08-14 02:30:00,94.8571
2022-08-14 03:00:00,95.5074
2022-08-14 03:30:00,95.6878
2022-08-14 04:00:00,96.5395
2022-08-14 04:30:00,96.323
2022-08-14 05:00:00,95.7081
2022-08-14 05:30:00,95.5922
2022-08-14 06:00:00,96.2929
2022-08-14 06:30:00,96.8417
2022-08-14 07:00:00,97.3353
2022-08-14 07:30:00,97.6339
2022-08-14 08:00:00,96.9594
2022-08-14 08:30:00,89.183
2022-08-14 09:00:00,78.8126
2022-08-14 09:30:00,78.1043
2022-08-14 10:00:00,71.1492
2022-08-14 10:30:00,66.8466
2022-08-14 11:00:00,60.036
2022-08-14 11:30:00,55.3445
2022-08-14 12:00:00,54.5571
2022-08-14 12:30:00,54.7394
2022-08-14 13:00:00,54.0224
2022-08-14 13:30:00,53.6263
2022-08-14 14:00:00,54.9313
2022-08-14 14:30:00,56.5359
2022-08-14 15:00:00,59.3385
2022-08-14 15:30:00,59.441
2022-08-14 16:00:00,62.4864
2022-08-14 16:30:00,60.8645
2022-08-14 17:00:00,61.0844
2022-08-14 17:30:00,65.0413
2022-08-14 18:00:00,74.9457
2022-08-14 18:30:00,80.3407
2022-08-14 19:00:00,84.2958
2022-08-14 19:30:00,87.0161
2022-08-14 20:00:00,89.6921
2022-08-14 20:30:00,90.7505
2022-08-14 21:00:00,90.4341
2022-08-14 21:30:00,91.6056
2022-08-14 22:00:00,92.5694
2022-08-14 22:30:00,93.4851
2022-08-14 23:00:00,94.6375
2022-08-14 23:30:00,94.7436
2022-08-15 00:00:00,95.2425
2022-08-15 00:30:00,95.8169
2022-08-15 01:00:00,95.0029
2022-08-15 01:30:00,95.226
2022-08-15 02:00:00,95.8294
2022-08-15 02:30:00,96.2598
2022-08-15 03:00:00,96.5763
2022-08-15 03:30:00,96.8194
2022-08-15 04:00:00,97.1731
2022-08-15 04:30:00,96.9978
2022-08-15 05:00:00,97.3234
2022-08-15 05:30:00,97.3684
2022-08-15 06:00:00,97.6487
2022-08-15 06:30:00,97.8384
2022-08-15 07:00:00,97.9007
2022-08-15 07:30:00,97.654
2022-08-15 08:00:00,97.56
2022-08-15 08:30:00,96.9312
2022-08-15 09:00:00,93.9608
2022-08-15 09:30:00,87.1071
2022-08-15 10:00:00,81.6513
2022-08-15 10:30:00,76.0015
2022-08-15 11:00:00,73.7637
2022-08-15 11:30:00,68.1036
2022-08-15 12:00:00,65.7518
2022-08-15 12:30:00,56.5637
2022-08-15 13:00:00,58.8903
2022-08-15 13:30:00,56.8163
2022-08-15 14:00:00,58.8973
2022-08-15 14:30:00,61.6918
2022-08-15 15:00:00,71.2107
2022-08-15 15:30:00,81.4301
2022-08-15 16:00:00,78.0565
2022-08-15 16:30:00,77.4451
2022-08-15 17:00:00,78.3386
2022-08-15 17:30:00,81.8491
2022-08-15 18:00:00,84.8669
2022-08-15 18:30:00,86.7338
2022-08-15 19:00:00,88.5572
2022-08-15 19:30:00,90.4142
2022-08-15 20:00:00,91.9584
2022-08-15 20:30:00,92.3107
2022-08-15 21:00:00,92.5453
2022-08-15 21:30:00,93.0825
2022-08-15 22:00:00,94.1145
2022-08-15 22:30:00,94.8978
2022-08-15 23:00:00,94.9795
2022-08-15 23:30:00,94.8802
2022-08-16 00:00:00,94.7268
2022-08-16 00:30:00,94.2523
2022-08-16 01:00:00,93.7194
2022-08-16 01:30:00,92.9517
2022-08-16 02:00:00,92.9829
